"material","value","passage"
"ODS HEA (3 vol% Y2O3)",1.76,"Strengthening of Al0.3CoCrFeMnNi-based ODS high entropy alloys with incremental changes in the concentration of Y2O3. The addition of 0.5 vol% Y2O3 results in the Y2O3-reinforced Al0.3CoCrFeMnNi-based composite (ODS HEA), which exhibited an increased yield strength of 1.15 GPa. Increasing the concentration of Y2O3 leads to further enhancement of the yield strength, as ODS HEA samples with 1 vol%, 1.5 vol%, 2 vol% and 3 vol% Y2O3 exhibited a progressive increase in the yield strength to 1.60 GPa, 1.65 GPa, 1.66 GPa and 1.76 MPa, respectively (Fig. 1b)."
"ODS HEA (2 vol% Y2O3)",1660,"Strengthening of Al0.3CoCrFeMnNi-based ODS high entropy alloys with incremental changes in the concentration of Y2O3. The addition of 0.5 vol% Y2O3 results in the Y2O3-reinforced Al0.3CoCrFeMnNi-based composite (ODS HEA), which exhibited an increased yield strength of 1.15 GPa. Increasing the concentration of Y2O3 leads to further enhancement of the yield strength, as ODS HEA samples with 1 vol%, 1.5 vol%, 2 vol% and 3 vol% Y2O3 exhibited a progressive increase in the yield strength to 1.60 GPa, 1.65 GPa, 1.66 GPa and 1.76 MPa, respectively (Fig. 1b)."
"ODS HEA (2 vol% Y2O3)",1660,"Strengthening of Al0.3CoCrFeMnNi-based ODS high entropy alloys with incremental changes in the concentration of Y2O3. The addition of 0.5 vol% Y2O3 results in the Y2O3-reinforced Al0.3CoCrFeMnNi-based composite (ODS HEA), which exhibited an increased yield strength of 1.15 GPa. Increasing the concentration of Y2O3 leads to further enhancement of the yield strength, as ODS HEA samples with 1 vol%, 1.5 vol%, 2 vol% and 3 vol% Y2O3 exhibited a progressive increase in the yield strength to 1.60 GPa, 1.65 GPa, 1.66 GPa and 1.76 MPa, respectively (Fig. 1b)."
"ODS HEA (1.5 vol% Y2O3)",1650,"Strengthening of Al0.3CoCrFeMnNi-based ODS high entropy alloys with incremental changes in the concentration of Y2O3. The addition of 0.5 vol% Y2O3 results in the Y2O3-reinforced Al0.3CoCrFeMnNi-based composite (ODS HEA), which exhibited an increased yield strength of 1.15 GPa. Increasing the concentration of Y2O3 leads to further enhancement of the yield strength, as ODS HEA samples with 1 vol%, 1.5 vol%, 2 vol% and 3 vol% Y2O3 exhibited a progressive increase in the yield strength to 1.60 GPa, 1.65 GPa, 1.66 GPa and 1.76 MPa, respectively (Fig. 1b)."
"ODS HEA (1.5 vol% Y2O3)",1650,"Strengthening of Al0.3CoCrFeMnNi-based ODS high entropy alloys with incremental changes in the concentration of Y2O3. The addition of 0.5 vol% Y2O3 results in the Y2O3-reinforced Al0.3CoCrFeMnNi-based composite (ODS HEA), which exhibited an increased yield strength of 1.15 GPa. Increasing the concentration of Y2O3 leads to further enhancement of the yield strength, as ODS HEA samples with 1 vol%, 1.5 vol%, 2 vol% and 3 vol% Y2O3 exhibited a progressive increase in the yield strength to 1.60 GPa, 1.65 GPa, 1.66 GPa and 1.76 MPa, respectively (Fig. 1b)."
"ODS HEA (1 vol% Y2O3)",1600,"Strengthening of Al0.3CoCrFeMnNi-based ODS high entropy alloys with incremental changes in the concentration of Y2O3. The addition of 0.5 vol% Y2O3 results in the Y2O3-reinforced Al0.3CoCrFeMnNi-based composite (ODS HEA), which exhibited an increased yield strength of 1.15 GPa. Increasing the concentration of Y2O3 leads to further enhancement of the yield strength, as ODS HEA samples with 1 vol%, 1.5 vol%, 2 vol% and 3 vol% Y2O3 exhibited a progressive increase in the yield strength to 1.60 GPa, 1.65 GPa, 1.66 GPa and 1.76 MPa, respectively (Fig. 1b)."
"ODS HEA (1 vol% Y2O3)",1600,"Strengthening of Al0.3CoCrFeMnNi-based ODS high entropy alloys with incremental changes in the concentration of Y2O3. The addition of 0.5 vol% Y2O3 results in the Y2O3-reinforced Al0.3CoCrFeMnNi-based composite (ODS HEA), which exhibited an increased yield strength of 1.15 GPa. Increasing the concentration of Y2O3 leads to further enhancement of the yield strength, as ODS HEA samples with 1 vol%, 1.5 vol%, 2 vol% and 3 vol% Y2O3 exhibited a progressive increase in the yield strength to 1.60 GPa, 1.65 GPa, 1.66 GPa and 1.76 MPa, respectively (Fig. 1b)."
"Y2O3-reinforced Al0.3CoCrFeMnNi-based composite (ODS HEA)",1150,"Strengthening of Al0.3CoCrFeMnNi-based ODS high entropy alloys with incremental changes in the concentration of Y2O3. The compressive yield strength of Al0.3CoCrFeMnNi is 0.97 GPa [20,21]. The addition of 0.5 vol% Y2O3 results in the Y2O3-reinforced Al0.3CoCrFeMnNi-based composite (ODS HEA), which exhibited an increased yield strength of 1.15 GPa."
"ODS HEA (0.5 vol% Y2O3)",1150,"Strengthening of Al0.3CoCrFeMnNi-based ODS high entropy alloys with incremental changes in the concentration of Y2O3. The addition of 0.5 vol% Y2O3 results in the Y2O3-reinforced Al0.3CoCrFeMnNi-based composite (ODS HEA), which exhibited an increased yield strength of 1.15 GPa. Increasing the concentration of Y2O3 leads to further enhancement of the yield strength, as ODS HEA samples with 1 vol%, 1.5 vol%, 2 vol% and 3 vol% Y2O3 exhibited a progressive increase in the yield strength to 1.60 GPa, 1.65 GPa, 1.66 GPa and 1.76 MPa, respectively (Fig. 1b)."
"Y2O3-reinforced Al0.3CoCrFeMnNi-based composite (ODS HEA)",1150,"Strengthening of Al0.3CoCrFeMnNi-based ODS high entropy alloys with incremental changes in the concentration of Y2O3. The compressive yield strength of Al0.3CoCrFeMnNi is 0.97 GPa [20,21]. The addition of 0.5 vol% Y2O3 results in the Y2O3-reinforced Al0.3CoCrFeMnNi-based composite (ODS HEA), which exhibited an increased yield strength of 1.15 GPa."
"ODS HEA (0.5 vol% Y2O3)",1150,"Strengthening of Al0.3CoCrFeMnNi-based ODS high entropy alloys with incremental changes in the concentration of Y2O3. The addition of 0.5 vol% Y2O3 results in the Y2O3-reinforced Al0.3CoCrFeMnNi-based composite (ODS HEA), which exhibited an increased yield strength of 1.15 GPa. Increasing the concentration of Y2O3 leads to further enhancement of the yield strength, as ODS HEA samples with 1 vol%, 1.5 vol%, 2 vol% and 3 vol% Y2O3 exhibited a progressive increase in the yield strength to 1.60 GPa, 1.65 GPa, 1.66 GPa and 1.76 MPa, respectively (Fig. 1b)."
"Al0.3CoCrFeMnNi",970,"Strengthening of Al0.3CoCrFeMnNi-based ODS high entropy alloys with incremental changes in the concentration of Y2O3. Fig. 1 (a) shows the engineering stress-strain curves (as obtained by the room-temperature compression tests) of the Al0.3CoCrFeMnNi base alloy and the ODS alloys based on this matrix, reinforced with 0–3 vol% Y2O3 particles after sintering at 900 °C. The compressive yield strength of Al0.3CoCrFeMnNi is 0.97 GPa [20,21]."
"Al0.3CoCrFeMnNi",970,"Strengthening of Al0.3CoCrFeMnNi-based ODS high entropy alloys with incremental changes in the concentration of Y2O3. The compressive yield strength of Al0.3CoCrFeMnNi is 0.97 GPa [20,21]. The addition of 0.5 vol% Y2O3 results in the Y2O3-reinforced Al0.3CoCrFeMnNi-based composite (ODS HEA), which exhibited an increased yield strength of 1.15 GPa."
"Al0.3CoCrFeMnNi",970,"Strengthening of Al0.3CoCrFeMnNi-based ODS high entropy alloys with incremental changes in the concentration of Y2O3. Fig. 1 (a) shows the engineering stress-strain curves (as obtained by the room-temperature compression tests) of the Al0.3CoCrFeMnNi base alloy and the ODS alloys based on this matrix, reinforced with 0–3 vol% Y2O3 particles after sintering at 900 °C. The compressive yield strength of Al0.3CoCrFeMnNi is 0.97 GPa [20,21]."
"Al0.3CoCrFeMnNi",970,"Strengthening of Al0.3CoCrFeMnNi-based ODS high entropy alloys with incremental changes in the concentration of Y2O3. The compressive yield strength of Al0.3CoCrFeMnNi is 0.97 GPa [20,21]. The addition of 0.5 vol% Y2O3 results in the Y2O3-reinforced Al0.3CoCrFeMnNi-based composite (ODS HEA), which exhibited an increased yield strength of 1.15 GPa."
"Al0.3CoCrFeMnNi-based ODS",970,"Strengthening of Al0.3CoCrFeMnNi-based ODS high entropy alloys with incremental changes in the concentration of Y2O3. After SPS processing, the alloy exhibited a nano-crystalline dual-phase structure with the major phase being FCC and the minor phase B2 [20]. The samples exhibited a gradual increase in the compressive yield strength from 0.97 GPa to 1.76 GPa with an increase in the concentration of Y2O3 from 0 to 3 vol%."
"CoNiV MEA",1000,"Strengthening mechanisms in high entropy alloys: Fundamental issues. While in most cases, strengthening strategies in single phase MEAs/HEAs pursue standard strain hardening pathways through modification of grain size distribution (Hall-petch effect) and pre-existing dislocation content, evidence of strength-ductility enhancement in HEAs solely based upon solute enhanced lattice friction relative to conventional alloys is largely not observed. An outlier in this case is the reported equiatomic fine-grained CoNiV MEA (grain size = 2 μm) that shows a yield strength of nearly 1 GPa along with elongation to failure at 38% [70]."
"AlCoCrFeNi2.1 EHEAs",1650,"Promising properties and future trend of eutectic high entropy alloys. Bhattacharjee et al. [62-64], Phanikumar et al. [65], Tsuji et al. [66,67], and Mishra et al. [68,69] studied the effects of thermomechanical treatments on mechanical properties of EHEAs. Their works show that the thermo-mechanically treated AlCoCrFeNi2.1 EHEAs can have the tensile fracture strength up to 1,950 MPa, tensile yield strength up to 1,650 MPa, and still have the tensile elongation of more than 5%."
"Composite (with Al2O3 particles)",1600,"Strengthening FeCrNiCu high entropy alloys via combining V additions with in-situ TiC particles. The mechanical properties of CoCrFeMnNi high entropy alloy was significantly improved via introducing Al2O3 particles [7]. Compared to the high entropy alloy matrix, the hardness of the composite was enhanced from 418 HV to 545 HV and the yield strength increased from 1180 MPa to 1600 MPa, while the plasticity and compressive strength decreased."
"High entropy alloy matrix",1180,"Strengthening FeCrNiCu high entropy alloys via combining V additions with in-situ TiC particles. The mechanical properties of CoCrFeMnNi high entropy alloy was significantly improved via introducing Al2O3 particles [7]. Compared to the high entropy alloy matrix, the hardness of the composite was enhanced from 418 HV to 545 HV and the yield strength increased from 1180 MPa to 1600 MPa, while the plasticity and compressive strength decreased."
"(15-x) vol.%%TiC/FeCrNiCuV0.02x (x=5)",653.5,"Strengthening FeCrNiCu high entropy alloys via combining V additions with in-situ TiC particles. The yield strength of FeCrNiCu is found to be 309.7 MPa. The introduction of TiC particles and V element in the (15-x) vol.%%TiC/FeCrNiCuV0.02x composites, exerted a strong impact upon the yield strength of the alloy and its composites; that is, 565.1 MPa (x=0), 653.5 MPa (x=5), 486.8 MPa (x=10) and 447.5 MPa (x=15), respectively."
"FeCrNiCu high entropy alloys",653.5,"Strengthening FeCrNiCu high entropy alloys via combining V additions with in-situ TiC particles. When the value of x is greater than 5, the crystal structure of the matrix changes from single FCC to FCC+BCC. At x=5, the mechanical properties of the composite reach the optimal combination, with the yield strength, ultimate tensile strength and fracture elongation being 653.5 MPa, 1006.5 MPa and 15.6%, respectively."
"(15-x) vol.%%TiC/FeCrNiCuV0.02x (x=0)",565.1,"Strengthening FeCrNiCu high entropy alloys via combining V additions with in-situ TiC particles. The yield strength of FeCrNiCu is found to be 309.7 MPa. The introduction of TiC particles and V element in the (15-x) vol.%%TiC/FeCrNiCuV0.02x composites, exerted a strong impact upon the yield strength of the alloy and its composites; that is, 565.1 MPa (x=0), 653.5 MPa (x=5), 486.8 MPa (x=10) and 447.5 MPa (x=15), respectively."
"(15-x) vol.%%TiC/FeCrNiCuV0.02x (x=10)",486.8,"Strengthening FeCrNiCu high entropy alloys via combining V additions with in-situ TiC particles. The yield strength of FeCrNiCu is found to be 309.7 MPa. The introduction of TiC particles and V element in the (15-x) vol.%%TiC/FeCrNiCuV0.02x composites, exerted a strong impact upon the yield strength of the alloy and its composites; that is, 565.1 MPa (x=0), 653.5 MPa (x=5), 486.8 MPa (x=10) and 447.5 MPa (x=15), respectively."
"(15-x) vol.%%TiC/FeCrNiCuV0.02x (x=15)",447.5,"Strengthening FeCrNiCu high entropy alloys via combining V additions with in-situ TiC particles. The yield strength of FeCrNiCu is found to be 309.7 MPa. The introduction of TiC particles and V element in the (15-x) vol.%%TiC/FeCrNiCuV0.02x composites, exerted a strong impact upon the yield strength of the alloy and its composites; that is, 565.1 MPa (x=0), 653.5 MPa (x=5), 486.8 MPa (x=10) and 447.5 MPa (x=15), respectively."
